Postal Code,Planning Region,Planning Area,LONGITUDE,LATITUDE
079119,CENTRAL REGION,DOWNTOWN CORE,103.845553160818,1.27347663345182
678275,WEST REGION,BUKIT PANJANG,103.776823875653,1.3692668279478601
109689,CENTRAL REGION,BUKIT MERAH,103.80302375582501,1.2822013542200499
528688,EAST REGION,TAMPINES,103.926106606713,1.3493127649781103
098411,CENTRAL REGION,BUKIT MERAH,103.810803288694,1.26625830660216
648163,WEST REGION,JURONG WEST,103.72597811395201,1.34550996907362
678274,WEST REGION,BUKIT PANJANG,103.777059431418,1.36876617668116
109688,CENTRAL REGION,BUKIT MERAH,103.80302375582501,1.2822013542200499
399945,CENTRAL REGION,GEYLANG,103.888846948829,1.30655421094128
678276,WEST REGION,BUKIT PANJANG,103.776498887874,1.36926168581272
689867,WEST REGION,CHOA CHU KANG,103.748415906864,1.3841719994436599
534074,NORTH EAST REGION,HOUGANG,103.880926219413,1.3528307109763202
098393,CENTRAL REGION,SOUTHERN ISLANDS,103.83710621358802,1.24296399581112
768135,NORTH REGION,SEMBAWANG,103.824909108699,1.4450267801786598
737793,NORTH REGION,WOODLANDS,103.78575489001699,1.42762572759646
768140,NORTH REGION,YISHUN,103.830781169008,1.4381622402534602
534080,NORTH EAST REGION,HOUGANG,103.88227388450399,1.35224298821955
109699,CENTRAL REGION,BUKIT MERAH,103.803662042557,1.2822176964872198
449306,CENTRAL REGION,MARINE PARADE,103.90152391500999,1.29955807731573
126793,WEST REGION,CLEMENTI,103.764611637328,1.29819579680903
518187,EAST REGION,PASIR RIS,103.961327139989,1.3764894847167901
126794,WEST REGION,CLEMENTI,103.764319346725,1.2980866616604199
518180,EAST REGION,PASIR RIS,103.96083972716299,1.37558830923858
449307,CENTRAL REGION,MARINE PARADE,103.90310061649099,1.29999591939948
518189,EAST REGION,PASIR RIS,103.96107272474501,1.37556055093605
449305,CENTRAL REGION,MARINE PARADE,103.90152391555401,1.2995580770419901
648324,WEST REGION,JURONG WEST,103.719375567241,1.34261418714371
109707,CENTRAL REGION,BUKIT MERAH,103.80302375582501,1.2822013542200499
768141,NORTH REGION,YISHUN,103.830692080977,1.4384337961032598
544809,NORTH EAST REGION,SENGKANG,103.90127338106501,1.38046231905989
768108,NORTH REGION,YISHUN,103.84796074391399,1.4165447467491898
518190,EAST REGION,PASIR RIS,103.943621458548,1.37141634507612
518188,EAST REGION,PASIR RIS,103.961037855893,1.37608146342971
518183,EAST REGION,PASIR RIS,103.96048844369699,1.3761762562939
534083,NORTH EAST REGION,HOUGANG,103.88181731926399,1.35144440341147
768136,NORTH REGION,SEMBAWANG,103.82515337357599,1.4448907493601
573908,CENTRAL REGION,BISHAN,103.851716848542,1.35254238674324
519531,EAST REGION,PASIR RIS,103.94145962826599,1.3736291873381201
768112,NORTH REGION,YISHUN,103.84857410048099,1.41671380420322
529885,EAST REGION,TAMPINES,103.956015721063,1.3405466568878701
768098,NORTH REGION,YISHUN,103.831710033952,1.4383469674137601
737811,NORTH REGION,WOODLANDS,103.783889847679,1.4300444045362
518212,EAST REGION,PASIR RIS,103.94426866274799,1.37186327386309
768117,NORTH REGION,YISHUN,103.848100127763,1.41761254296759
079718,CENTRAL REGION,DOWNTOWN CORE,103.844741587315,1.2746439780471002
737808,NORTH REGION,WOODLANDS,103.78406777296101,1.42967678934582
768097,NORTH REGION,YISHUN,103.832055513495,1.43841846907275
528691,EAST REGION,TAMPINES,103.92674325840599,1.3494460200037302
199599,CENTRAL REGION,KALLANG,103.86186108134198,1.30070393376469
768128,NORTH REGION,SEMBAWANG,103.824376578337,1.4441757876467698
518194,EAST REGION,PASIR RIS,103.944730899828,1.3709468109826202
529881,EAST REGION,TAMPINES,103.956288849924,1.34120980441121
239197,CENTRAL REGION,RIVER VALLEY,103.83342756799,1.29916779999054
538755,NORTH EAST REGION,HOUGANG,103.88181731926399,1.35144440313773
529604,EAST REGION,TAMPINES,103.92906024305901,1.35047987995738
768127,NORTH REGION,SEMBAWANG,103.824728349184,1.44421360545448
109692,CENTRAL REGION,BUKIT MERAH,103.80302375582501,1.2822013542200499
573909,CENTRAL REGION,BISHAN,103.852042784741,1.3519880092245902
229239,CENTRAL REGION,MUSEUM,103.845957552922,1.3004200616239399
544776,NORTH EAST REGION,HOUGANG,103.878549910068,1.3690146795146498
449308,CENTRAL REGION,MARINE PARADE,103.903100616219,1.29999591967323
648315,WEST REGION,JURONG WEST,103.718174762722,1.3426574015858102
768126,NORTH REGION,SEMBAWANG,103.824867228789,1.4442287335408202
534037,NORTH EAST REGION,HOUGANG,103.895052405803,1.36421756850565
768099,NORTH REGION,YISHUN,103.831480623323,1.43820839746243
768122,NORTH REGION,YISHUN,103.848959192623,1.41682040436461
267954,CENTRAL REGION,BUKIT TIMAH,103.80449401318,1.31541919325761
737809,NORTH REGION,WOODLANDS,103.78467759590099,1.4300499908375701
266225,CENTRAL REGION,BUKIT TIMAH,103.802913972057,1.31592804606358
768104,NORTH REGION,YISHUN,103.847659418224,1.41750734534379
828797,NORTH EAST REGION,PUNGGOL,103.917778649417,1.39758908436238
737789,NORTH REGION,WOODLANDS,103.78543830707599,1.42792939226841
768143,NORTH REGION,YISHUN,103.831042758435,1.4387889766724098
267951,CENTRAL REGION,BUKIT TIMAH,103.80231511522499,1.3148932091416101
797534,NORTH EAST REGION,SENGKANG,103.88056693148899,1.39253467348099
797532,NORTH EAST REGION,SENGKANG,103.879532073419,1.39239011945896
768138,NORTH REGION,YISHUN,103.830995368522,1.4379564515443701
267955,CENTRAL REGION,BUKIT TIMAH,103.80451979423201,1.31628059684538
737810,NORTH REGION,WOODLANDS,103.78440069324301,1.43044787357898
479256,EAST REGION,BEDOK,103.92852815739501,1.3385664729586202
534039,NORTH EAST REGION,HOUGANG,103.894826969923,1.36372059071635
079717,CENTRAL REGION,DOWNTOWN CORE,103.844319553688,1.27461794103822
479258,EAST REGION,BEDOK,103.929097009877,1.33842349194552
797531,NORTH EAST REGION,SENGKANG,103.88021005301901,1.3928256190817903
529904,EAST REGION,TAMPINES,103.953414624264,1.34174041054665
266224,CENTRAL REGION,BUKIT TIMAH,103.80376438439501,1.31591024154147
534072,NORTH EAST REGION,HOUGANG,103.881483193036,1.35286278222128
768105,NORTH REGION,YISHUN,103.84744395092501,1.41692032275886
544780,NORTH EAST REGION,HOUGANG,103.87769429940201,1.3684545557128602
267953,CENTRAL REGION,BUKIT TIMAH,103.803912974494,1.31442165521267
518182,EAST REGION,PASIR RIS,103.960405299294,1.37570154433999
098182,CENTRAL REGION,SOUTHERN ISLANDS,103.830936322258,1.24005848546927
479255,EAST REGION,BEDOK,103.930648407185,1.3371448743867198
797530,NORTH EAST REGION,SENGKANG,103.87967806826,1.3928362346209402
544805,NORTH EAST REGION,SENGKANG,103.90115589024299,1.38100847156303
768860,NORTH REGION,YISHUN,103.84796211783001,1.4244784187313402
267952,CENTRAL REGION,BUKIT TIMAH,103.80341531224,1.31488899813359
768107,NORTH REGION,YISHUN,103.84757256843099,1.4164473887501399
534041,NORTH EAST REGION,HOUGANG,103.895314741866,1.3637671441634098
534070,NORTH EAST REGION,HOUGANG,103.88202497481701,1.3529071965284398
544819,NORTH EAST REGION,SENGKANG,103.89075017929702,1.38110299795669
506887,EAST REGION,PASIR RIS,103.967844585142,1.35516120754023
534075,NORTH EAST REGION,HOUGANG,103.880926219141,1.3528307109763202
807020,NORTH EAST REGION,SERANGOON,103.870202565871,1.38594050467522
828800,NORTH EAST REGION,PUNGGOL,103.91710321712699,1.3980011653144397
768125,NORTH REGION,SEMBAWANG,103.825165092994,1.44435595955446
536560,NORTH EAST REGION,SERANGOON,103.88177432552901,1.34313292040618
506885,EAST REGION,PASIR RIS,103.96763848955,1.35558972832925
807021,NORTH EAST REGION,SERANGOON,103.869751126623,1.3856795236834198
399947,CENTRAL REGION,GEYLANG,103.889574061199,1.3067027590628701
768106,NORTH REGION,YISHUN,103.847508860496,1.4166835320629299
528717,EAST REGION,TAMPINES,103.957253744387,1.3399830935818302
768094,NORTH REGION,YISHUN,103.83136497732599,1.4389627892839598
768142,NORTH REGION,YISHUN,103.83080634494,1.43866044278103
529886,EAST REGION,TAMPINES,103.95623977161999,1.3407063752033601
737785,NORTH REGION,WOODLANDS,103.786351064013,1.42867767353354
737792,NORTH REGION,WOODLANDS,103.786036326148,1.42759789592797
465501,EAST REGION,BEDOK,103.92878854865499,1.3242887415592899
536563,NORTH EAST REGION,SERANGOON,103.881210602905,1.3426559707938301
544756,NORTH EAST REGION,SENGKANG,103.89652669748301,1.38971461155621
544751,NORTH EAST REGION,SENGKANG,103.896143007718,1.3885350836098898
518146,EAST REGION,PASIR RIS,103.959618469918,1.37778944030575
518145,EAST REGION,PASIR RIS,103.959967062618,1.3779493217714598
544775,NORTH EAST REGION,HOUGANG,103.877624873928,1.3688767919692502
544778,NORTH EAST REGION,HOUGANG,103.87909102537901,1.3684475173730501
544774,NORTH EAST REGION,HOUGANG,103.87730778321101,1.3688625363650502
536561,NORTH EAST REGION,SERANGOON,103.881872635669,1.34272156839804
465494,EAST REGION,BEDOK,103.92861236631201,1.3249877767463898
465499,EAST REGION,BEDOK,103.929515760461,1.32443944546797
677728,WEST REGION,CHOA CHU KANG,103.75987090149201,1.38080905267333
534047,NORTH EAST REGION,HOUGANG,103.902427373594,1.3760117099767601
529902,EAST REGION,TAMPINES,103.953974259116,1.34162506271229
506866,EAST REGION,PASIR RIS,103.963823526501,1.3564192746586201
807013,NORTH EAST REGION,SERANGOON,103.869832918431,1.38715928986198
828781,NORTH EAST REGION,PUNGGOL,103.89949054261999,1.40559664981268
518161,EAST REGION,PASIR RIS,103.961544937278,1.3778920202582903
828782,NORTH EAST REGION,PUNGGOL,103.899220853801,1.40568537503184
828832,NORTH EAST REGION,PUNGGOL,103.899982949529,1.40587916441177
538756,NORTH EAST REGION,HOUGANG,103.88181731926399,1.35144440341147
768096,NORTH REGION,YISHUN,103.831687844963,1.43874576004419
534082,NORTH EAST REGION,HOUGANG,103.882395947869,1.3514194207206598
506888,EAST REGION,PASIR RIS,103.96755166105,1.35454378716499
479259,EAST REGION,BEDOK,103.92889503824101,1.33799233556254
768095,NORTH REGION,YISHUN,103.831590114006,1.4391165267702402
439895,CENTRAL REGION,MARINE PARADE,103.901686974178,1.30306071225369
534079,NORTH EAST REGION,HOUGANG,103.881963483927,1.3521905034997201
529781,EAST REGION,TAMPINES,103.92653905661,1.34835378093759
807015,NORTH EAST REGION,SERANGOON,103.870185963629,1.38726059859072
648319,WEST REGION,JURONG WEST,103.717866134476,1.34308454296513
544749,NORTH EAST REGION,SENGKANG,103.89637988637301,1.38845251403045
518164,EAST REGION,PASIR RIS,103.96131245557301,1.3784727911346697
518147,EAST REGION,PASIR RIS,103.959420693377,1.37750076552962
828787,NORTH EAST REGION,PUNGGOL,103.899646080185,1.40477640299418
506867,EAST REGION,PASIR RIS,103.963697627332,1.3567908665883002
506895,EAST REGION,PASIR RIS,103.963941083855,1.3560430176870801
828788,NORTH EAST REGION,PUNGGOL,103.899371863626,1.40486017543892
769475,NORTH REGION,SEMBAWANG,103.82450398188,1.44216598712257
768110,NORTH REGION,YISHUN,103.84783216728,1.4170177399044401
768113,NORTH REGION,YISHUN,103.84850820426,1.41695089987275
828831,NORTH EAST REGION,PUNGGOL,103.89966763352899,1.40598340944022
518163,EAST REGION,PASIR RIS,103.96091402687901,1.37837995394942
544779,NORTH EAST REGION,HOUGANG,103.878473016667,1.3684589933573001
518157,EAST REGION,PASIR RIS,103.960239292361,1.3775253897225002
506890,EAST REGION,PASIR RIS,103.967749971635,1.35410730559665
769474,NORTH REGION,SEMBAWANG,103.824737654777,1.4428170077791003
558961,NORTH EAST REGION,SERANGOON,103.866447107141,1.35517236505782
536565,NORTH EAST REGION,SERANGOON,103.880468223414,1.3428806917471499
544727,NORTH EAST REGION,HOUGANG,103.8850518351,1.36315080646034
518160,EAST REGION,PASIR RIS,103.961456235096,1.37728246631098
768062,NORTH REGION,YISHUN,103.847815159417,1.4188792437312099
544736,NORTH EAST REGION,HOUGANG,103.885436775553,1.3635725605827298
828747,NORTH EAST REGION,PUNGGOL,103.912451208496,1.3906628449781
768064,NORTH REGION,YISHUN,103.847427796336,1.4185280988034499
399949,CENTRAL REGION,GEYLANG,103.888972825423,1.3068284323365
534081,NORTH EAST REGION,HOUGANG,103.882395947597,1.35141942044694
544758,NORTH EAST REGION,SENGKANG,103.89657526026899,1.3892644394323603
534032,NORTH EAST REGION,HOUGANG,103.90290432938,1.37835902902858
828830,NORTH EAST REGION,PUNGGOL,103.899379746577,1.4060438287884798
769472,NORTH REGION,SEMBAWANG,103.824718664949,1.4436651407045298
600121,WEST REGION,JURONG EAST,103.736504321373,1.33508148075832
534025,NORTH EAST REGION,HOUGANG,103.90269420094201,1.37888411292732
534033,NORTH EAST REGION,HOUGANG,103.902765320201,1.3779181856411
828731,NORTH EAST REGION,PUNGGOL,103.913232871898,1.39666568324454
534031,NORTH EAST REGION,HOUGANG,103.903125576064,1.3787145324691599
518158,EAST REGION,PASIR RIS,103.96023426566799,1.3781221764274498
768058,NORTH REGION,YISHUN,103.848263011145,1.4182434706381002
768121,NORTH REGION,YISHUN,103.848895727973,1.41705660273226
534034,NORTH EAST REGION,HOUGANG,103.902481480732,1.37803339185646
534026,NORTH EAST REGION,HOUGANG,103.902480185264,1.37885270180527
544813,NORTH EAST REGION,SENGKANG,103.902575398366,1.3811848666475002
518184,EAST REGION,PASIR RIS,103.960995134049,1.37727987843588
534027,NORTH EAST REGION,HOUGANG,103.902383179672,1.3792444294222
544735,NORTH EAST REGION,HOUGANG,103.885624114451,1.3633313626440302
534024,NORTH EAST REGION,HOUGANG,103.902522537125,1.3784650059485
098328,CENTRAL REGION,SOUTHERN ISLANDS,103.83929182138701,1.24277478743217
544781,NORTH EAST REGION,HOUGANG,103.87706607455,1.36844834072203
573911,CENTRAL REGION,BISHAN,103.85096310751801,1.35276069925481
528770,EAST REGION,TAMPINES,103.940284567799,1.3587412980517
828729,NORTH EAST REGION,PUNGGOL,103.913911729523,1.39689739610975
828820,NORTH EAST REGION,PUNGGOL,103.912949838487,1.39754493978614
828784,NORTH EAST REGION,PUNGGOL,103.899755501341,1.405122127386
544754,NORTH EAST REGION,SENGKANG,103.89622018078501,1.3893914833528
573910,CENTRAL REGION,BISHAN,103.850719244155,1.3523166567776599
689860,WEST REGION,CHOA CHU KANG,103.74793946668301,1.3842723084730801
768059,NORTH REGION,YISHUN,103.84818251500401,1.41844120390035
828733,NORTH EAST REGION,PUNGGOL,103.912715742216,1.39708363457645
538751,NORTH EAST REGION,HOUGANG,103.881242080921,1.35139044327878
534030,NORTH EAST REGION,HOUGANG,103.903044189294,1.3791806489474698
677721,WEST REGION,BUKIT PANJANG,103.770294815646,1.3893458855585
534044,NORTH EAST REGION,HOUGANG,103.902779987401,1.3755073911195501
506892,EAST REGION,PASIR RIS,103.964194147192,1.35688865505981
828779,NORTH EAST REGION,PUNGGOL,103.900104151508,1.4054124411553501
534042,NORTH EAST REGION,HOUGANG,103.903316771617,1.37557855184255
828785,NORTH EAST REGION,PUNGGOL,103.90004375161199,1.40503554982825
465500,EAST REGION,BEDOK,103.92914456937001,1.32436138073617
768063,NORTH REGION,YISHUN,103.84758691049801,1.4187245859013302
506893,EAST REGION,PASIR RIS,103.96457023999001,1.3565061861363101
088764,CENTRAL REGION,OUTRAM,103.84035867325399,1.28004529331828
769473,NORTH REGION,SEMBAWANG,103.824788211628,1.4432350152611797
828822,NORTH EAST REGION,PUNGGOL,103.913475902183,1.3972122787620402
249093,CENTRAL REGION,TANGLIN,103.822235361872,1.29351621618476
534028,NORTH EAST REGION,HOUGANG,103.90260503618099,1.37930010781259
249094,CENTRAL REGION,TANGLIN,103.82199718124201,1.29365227055434
544777,NORTH EAST REGION,HOUGANG,103.879022779846,1.36896244940283
828823,NORTH EAST REGION,PUNGGOL,103.913718131557,1.3970455925249199
536558,NORTH EAST REGION,SERANGOON,103.881033504281,1.34340886402757
518156,EAST REGION,PASIR RIS,103.959877225877,1.3774277926561498
534035,NORTH EAST REGION,HOUGANG,103.90229625161,1.37811995342948
348270,CENTRAL REGION,TOA PAYOH,103.869959529912,1.3324637434211002
518162,EAST REGION,PASIR RIS,103.960939888398,1.3778704959949397
259297,CENTRAL REGION,TANGLIN,103.80703546379299,1.31414455373906
528584,EAST REGION,TAMPINES,103.926893506073,1.3502706561104199
828730,NORTH EAST REGION,PUNGGOL,103.913500085468,1.3965062621323898
668202,WEST REGION,BUKIT BATOK,103.756365133255,1.3769650257686499
768100,NORTH REGION,YISHUN,103.83122544979,1.43812325597606
828794,NORTH EAST REGION,PUNGGOL,103.917378999484,1.39836558994722
544740,NORTH EAST REGION,SENGKANG,103.902105886723,1.38111588058642
528583,EAST REGION,TAMPINES,103.927274573665,1.35021013028761
506884,EAST REGION,PASIR RIS,103.967277074951,1.35547310957663
768060,NORTH REGION,YISHUN,103.848111972742,1.41864951221151
518186,EAST REGION,PASIR RIS,103.961104587149,1.3765225112853101
528586,EAST REGION,TAMPINES,103.927357343024,1.35076453421515
518173,EAST REGION,PASIR RIS,103.945371874254,1.36962887643545
575580,CENTRAL REGION,BISHAN,103.83020556033199,1.36524887161778
518197,EAST REGION,PASIR RIS,103.94451914079399,1.3704236732673702
828732,NORTH EAST REGION,PUNGGOL,103.912957553274,1.3969072749968898
259296,CENTRAL REGION,TANGLIN,103.806750069026,1.31372823931728
544734,NORTH EAST REGION,HOUGANG,103.88575243883899,1.3630484556856999
544821,NORTH EAST REGION,SENGKANG,103.89109985283001,1.38158415124111
536564,NORTH EAST REGION,SERANGOON,103.88085490148599,1.3427800704371797
544741,NORTH EAST REGION,SENGKANG,103.902116664694,1.3806122697513799
518174,EAST REGION,PASIR RIS,103.94576415631398,1.36997909925567
465498,EAST REGION,BEDOK,103.929880866516,1.3245267327038799
259298,CENTRAL REGION,TANGLIN,103.80716648586599,1.31441361379148
465496,EAST REGION,BEDOK,103.929393470077,1.32517773265844
544755,NORTH EAST REGION,SENGKANG,103.89633398734301,1.38978571577403
518170,EAST REGION,PASIR RIS,103.94398139213001,1.36958134322048
573917,CENTRAL REGION,BISHAN,103.82920325917601,1.36548157202922
348271,CENTRAL REGION,TOA PAYOH,103.86998317567199,1.3329965235722199
247656,CENTRAL REGION,TANGLIN,103.821581749873,1.2938490755616499
534046,NORTH EAST REGION,HOUGANG,103.902721972523,1.3760815294685103
518172,EAST REGION,PASIR RIS,103.944973963535,1.3697215535082399
575579,CENTRAL REGION,BISHAN,103.830268477018,1.36534920847373
544729,NORTH EAST REGION,HOUGANG,103.885430852467,1.36267672899708
828780,NORTH EAST REGION,PUNGGOL,103.899830663943,1.40549133024665
668201,WEST REGION,BUKIT BATOK,103.756181306462,1.37647653498516
518185,EAST REGION,PASIR RIS,103.96077797608801,1.37653402370619
534078,NORTH EAST REGION,HOUGANG,103.881635397605,1.35219788308343
348196,CENTRAL REGION,TOA PAYOH,103.869233112933,1.32964410279631
768894,NORTH REGION,YISHUN,103.841477613841,1.43281890606271
573914,CENTRAL REGION,BISHAN,103.829845672221,1.3650775526809698
768109,NORTH REGION,YISHUN,103.847896841276,1.41678087447061
249096,CENTRAL REGION,TANGLIN,103.821931221925,1.29399019884538
828833,NORTH EAST REGION,PUNGGOL,103.900283501159,1.40575537143044
544752,NORTH EAST REGION,SENGKANG,103.895931197314,1.38860888785328
415869,EAST REGION,BEDOK,103.90624612098401,1.32750747185627
828749,NORTH EAST REGION,PUNGGOL,103.912946716782,1.39095763978057
797495,NORTH EAST REGION,SENGKANG,103.87201715634501,1.38887143127704
506849,EAST REGION,PASIR RIS,103.966802887535,1.3558557964551898
506889,EAST REGION,PASIR RIS,103.967836197125,1.35463879164419
528585,EAST REGION,TAMPINES,103.926980083258,1.35080279122179
518195,EAST REGION,PASIR RIS,103.945204473783,1.3702659075670502
768115,NORTH REGION,YISHUN,103.848381098862,1.4174211094583502
419545,EAST REGION,BEDOK,103.907961466173,1.32776356135022
544742,NORTH EAST REGION,SENGKANG,103.902655605381,1.38064206704043
419546,EAST REGION,BEDOK,103.908232471315,1.327572390233
544743,NORTH EAST REGION,SENGKANG,103.90308167847999,1.3807122595238701
807019,NORTH EAST REGION,SERANGOON,103.869207772374,1.38653998627
828783,NORTH EAST REGION,PUNGGOL,103.89947659597401,1.4052135072805902
544753,NORTH EAST REGION,SENGKANG,103.896085805504,1.38897976597994
518198,EAST REGION,PASIR RIS,103.94408240578899,1.37026239548906
518196,EAST REGION,PASIR RIS,103.944776209228,1.3703096136885402
518175,EAST REGION,PASIR RIS,103.94584233542601,1.3703160761791102
828809,NORTH EAST REGION,PUNGGOL,103.904699765872,1.40067629313896
518166,EAST REGION,PASIR RIS,103.96166537674699,1.3786174460196798
415871,EAST REGION,BEDOK,103.906826321734,1.32725195876107
479275,EAST REGION,BEDOK,103.91837648744699,1.3387681502301398
677901,WEST REGION,CHOA CHU KANG,103.760191017381,1.37972709158016
419541,EAST REGION,BEDOK,103.90692738538999,1.3284000229935802
479278,EAST REGION,BEDOK,103.919307615213,1.33904869154766
573894,CENTRAL REGION,BISHAN,103.830796486155,1.3576436946753099
119010,CENTRAL REGION,QUEENSTOWN,103.793052776536,1.2866673557621202
828746,NORTH EAST REGION,PUNGGOL,103.91216525515199,1.3909285664949098
677722,WEST REGION,BUKIT PANJANG,103.76944491140999,1.38960048374097
479272,EAST REGION,BEDOK,103.919270084773,1.3385171723299498
528610,EAST REGION,TAMPINES,103.93991668054899,1.35961608290553
689861,WEST REGION,CHOA CHU KANG,103.747765558059,1.3840664046878899
528687,EAST REGION,TAMPINES,103.925960035497,1.34897929841628
465420,EAST REGION,BEDOK,103.944899999624,1.3272465855053401
573913,CENTRAL REGION,BISHAN,103.830023335082,1.36494019817139
536559,NORTH EAST REGION,SERANGOON,103.88120092262699,1.3431117757883702
465495,EAST REGION,BEDOK,103.92901928756001,1.3250886752071398
348228,CENTRAL REGION,TOA PAYOH,103.869464661737,1.3308749912558102
419551,EAST REGION,BEDOK,103.90769146820101,1.32758458776963
518176,EAST REGION,PASIR RIS,103.94546489173,1.3704475068463702
419548,EAST REGION,BEDOK,103.907700444774,1.32730453431094
098019,CENTRAL REGION,BUKIT MERAH,103.81669445160101,1.26531148330248
098021,CENTRAL REGION,BUKIT MERAH,103.81691719163,1.26603973564326
544811,NORTH EAST REGION,SENGKANG,103.90287756584101,1.38128445455699
544816,NORTH EAST REGION,SENGKANG,103.891402478721,1.38127813779551
807016,NORTH EAST REGION,SERANGOON,103.870195357044,1.386680903126
544757,NORTH EAST REGION,SENGKANG,103.896726984072,1.3896492409956798
506856,EAST REGION,PASIR RIS,103.964310640429,1.35495678599971
679523,WEST REGION,BUKIT PANJANG,103.77617637873001,1.37083658603427
506858,EAST REGION,PASIR RIS,103.964119977171,1.3555815229358799
098020,CENTRAL REGION,BUKIT MERAH,103.816870032697,1.26573430318045
544830,NORTH EAST REGION,SENGKANG,103.89588031599101,1.3896154541698402
544706,NORTH EAST REGION,SENGKANG,103.895464007377,1.39001011650307
338519,CENTRAL REGION,KALLANG,103.864830954478,1.32154184645144
419549,EAST REGION,BEDOK,103.907426183209,1.32728353552607
544702,NORTH EAST REGION,SENGKANG,103.895055346375,1.38937459156472
419547,EAST REGION,BEDOK,103.90796622736201,1.3273556644491398
338517,CENTRAL REGION,KALLANG,103.86474413471201,1.32182040746609
419542,EAST REGION,BEDOK,103.9070014142,1.32795415126262
419550,EAST REGION,BEDOK,103.907148024099,1.3272847403818502
506859,EAST REGION,PASIR RIS,103.964557004536,1.35566843318852
667978,WEST REGION,BUKIT BATOK,103.764583569188,1.3639320309406298
506882,EAST REGION,PASIR RIS,103.966790253495,1.35533104364701
415872,EAST REGION,BEDOK,103.906881121492,1.32751732948177
415870,EAST REGION,BEDOK,103.90650637747801,1.32727685280046
536562,NORTH EAST REGION,SERANGOON,103.881530760531,1.3424886915506298
479268,EAST REGION,BEDOK,103.92028627058399,1.33762992598386
529599,EAST REGION,TAMPINES,103.928293794448,1.35084873710848
797533,NORTH EAST REGION,SENGKANG,103.88000657158301,1.3924526886322701
338521,CENTRAL REGION,KALLANG,103.864370653972,1.32161511306166
828816,NORTH EAST REGION,PUNGGOL,103.90398759827299,1.4010368187103601
575581,CENTRAL REGION,BISHAN,103.830145157012,1.3651436409676798
534029,NORTH EAST REGION,HOUGANG,103.902827939858,1.37931012864626
479267,EAST REGION,BEDOK,103.920651855815,1.33753586880554
828821,NORTH EAST REGION,PUNGGOL,103.91320205349501,1.3973867061180498
534043,NORTH EAST REGION,HOUGANG,103.903037065289,1.3754069502586201
544700,NORTH EAST REGION,SENGKANG,103.89487177815901,1.38900859641958
506881,EAST REGION,PASIR RIS,103.966422045067,1.3552109528424998
338520,CENTRAL REGION,KALLANG,103.865044082222,1.32118876331653
667973,WEST REGION,BUKIT BATOK,103.756538865376,1.3765253503789399
348226,CENTRAL REGION,TOA PAYOH,103.869367354703,1.3305813695676798
828744,NORTH EAST REGION,PUNGGOL,103.913895394128,1.3921730771899998
159017,CENTRAL REGION,BUKIT MERAH,103.820411467009,1.29269478978815
679524,WEST REGION,BUKIT PANJANG,103.77571903639601,1.3708456911252098
797487,NORTH EAST REGION,SENGKANG,103.880244100805,1.39471047297984
419544,EAST REGION,BEDOK,103.90766366037501,1.3279001246723998
479257,EAST REGION,BEDOK,103.92880390713002,1.3385381850542
828742,NORTH EAST REGION,PUNGGOL,103.91336149333999,1.39256213043102
828745,NORTH EAST REGION,PUNGGOL,103.91375140094802,1.39198930223327
159019,CENTRAL REGION,BUKIT MERAH,103.819293138156,1.29281920942183
506870,EAST REGION,PASIR RIS,103.964728215922,1.3550944642013503
544804,NORTH EAST REGION,SENGKANG,103.900820298646,1.3809657561666
544833,NORTH EAST REGION,SENGKANG,103.895314961723,1.38883388969542
098018,CENTRAL REGION,BUKIT MERAH,103.816464904146,1.26558236283952
126778,WEST REGION,CLEMENTI,103.76392214313499,1.29894149906982
419539,EAST REGION,BEDOK,103.90652017500601,1.32863633683669
529899,EAST REGION,TAMPINES,103.953347730205,1.34130342076983
518171,EAST REGION,PASIR RIS,103.944377001078,1.36962948718971
667980,WEST REGION,BUKIT BATOK,103.76412854908199,1.36303389442685
768061,NORTH REGION,YISHUN,103.848035391027,1.4188547093128898
479270,EAST REGION,BEDOK,103.919766819412,1.33812819005483
768120,NORTH REGION,YISHUN,103.84880777406099,1.41728798657786
158741,CENTRAL REGION,BUKIT MERAH,103.81833147919201,1.29082513015614
506869,EAST REGION,PASIR RIS,103.965136524671,1.35521216476668
158742,CENTRAL REGION,BUKIT MERAH,103.817866920135,1.29060694545576
098403,CENTRAL REGION,BUKIT MERAH,103.814112900634,1.2677295486355702
238260,CENTRAL REGION,SINGAPORE RIVER,103.837280353461,1.2908341262314298
098402,CENTRAL REGION,BUKIT MERAH,103.814379904552,1.2681621665326699
479279,EAST REGION,BEDOK,103.91960719434401,1.3389127111341599
098017,CENTRAL REGION,BUKIT MERAH,103.81610062643499,1.26516158838222
544728,NORTH EAST REGION,HOUGANG,103.885241667857,1.3629134415761497
506861,EAST REGION,PASIR RIS,103.965304613692,1.3558859934741003
479271,EAST REGION,BEDOK,103.91952701777201,1.3383324490486699
479269,EAST REGION,BEDOK,103.920074816966,1.33794117541005
573916,CENTRAL REGION,BISHAN,103.82938215118799,1.3653367931141
544998,NORTH EAST REGION,SENGKANG,103.891374413035,1.38189286322028
479261,EAST REGION,BEDOK,103.927577934044,1.33872443741358
506883,EAST REGION,PASIR RIS,103.966993499552,1.35538559292833
828786,NORTH EAST REGION,PUNGGOL,103.899898950286,1.4046976946349499
807014,NORTH EAST REGION,SERANGOON,103.869832918159,1.3871592895882499
